SubscriptionID,CustomerID,PlanID,StartDate,EndDate,Status,AutoRenew
604199e2-6230-417f-b36d-ad5d3382e81b,30,3,2025-03-01,,Active,No
2ade3905-81d6-40fe-9924-9ebba9eb04fc,31,3,2024-04-21,,Active,No
9e66848f-c159-44ca-94d4-d4d04d621d6f,32,1,2023-11-17,,Active,Yes
795b9def-9e57-482a-bdf3-7463f19bf0b1,33,2,2025-02-03,2025-04-26,Churned,No
b5ac2df2-21aa-454f-a902-2dd32c1581b6,34,1,2023-09-04,,Active,No
4ffb34e8-374f-4daa-90e0-8c43b3970c94,35,1,2024-09-07,,Active,No
3a47e827-4913-4ed6-b8dc-64426d159f47,36,3,2023-03-09,2024-01-12,Churned,No
c12c3078-9dfd-4cc1-b1ba-469a181e8446,37,2,2025-11-15,,Active,Yes
53163c0f-7e81-48cc-9587-c0574294fb15,38,1,2024-09-08,,Active,Yes
ca7605e1-22cc-47b1-80e1-a7cef8dc8892,39,2,2024-02-25,,Active,Yes
943846c9-addd-4016-8778-9f6e3aea9d6e,40,2,2026-01-26,,Active,No
7fa90cbc-2040-4940-a7c7-42f7b36ba947,41,3,2024-05-27,,Active,No
4a8de07b-f446-4580-893d-d3c1483e6ad8,42,3,2023-06-23,,Active,No
390254f9-b492-4156-9fe3-d8de78061ce9,43,3,2024-05-10,,Active,Yes
6bee115b-1afd-430f-a39b-4ddd2bcd5606,44,1,2025-06-27,,Active,Yes
33a75535-f79a-49c2-97d1-944cfede63eb,45,2,2024-11-20,2025-02-02,Churned,Yes
b66a70d2-3197-41ff-a28d-dd2407d15471,46,3,2024-05-20,,Active,Yes
e25b515e-997d-4067-9cc5-d9a59c2f0e23,47,3,2023-05-14,,Active,No
1948172f-8d79-4c10-96f9-0d1ee069c027,48,3,2023-07-11,,Active,No
ccaa0b08-2420-4248-9baf-d1d9451202cd,49,3,2025-04-26,2025-06-08,Churned,No
3f22dedb-1335-445d-9430-ba8d642b5edf,50,1,2025-08-12,,Active,No
252e8586-7da8-488a-b39f-c7d78b71fde1,51,1,2023-04-10,2024-01-14,Churned,No
d76831c0-ebf4-48fd-b8be-053718370933,52,2,2023-11-01,,Active,No
cb6c6b58-951d-4350-b7de-2806a17a80cd,53,1,2025-12-28,,Active,Yes
1bc4d65f-3e83-4b37-b03e-8f32d6f878f7,54,1,2025-08-14,2025-11-30,Churned,No
544e758e-ff63-47fc-8ffc-1fc738ddd8e3,55,3,2023-05-29,,Active,No
663f8a97-da98-4276-978d-b3db8bd57d80,56,2,2024-02-29,,Active,Yes
bd349955-7ecd-4b34-973f-44503f99211b,57,1,2024-06-16,,Active,Yes
c9a9e823-7c30-4718-8bc7-c0ff7907edef,58,2,2024-12-31,,Active,Yes
64bc44d6-f800-4a8b-aac1-f04af0c5158a,59,3,2025-01-25,,Active,No
aa67d29d-67af-4d8a-93ae-38461df709fc,60,1,2023-11-25,,Active,No
09a1ffa1-0b0d-4236-bd7b-57763bb8ced6,61,2,2024-01-19,,Active,No
34a49fbf-44ef-441a-b4ab-db4e70d1c8d5,62,2,2025-07-21,2025-11-18,Churned,No
cf93cb4b-c07b-455a-b172-d454f82a4825,63,2,2023-02-15,,Active,Yes
c054729d-f400-4b7f-8878-5f76b378fb5c,64,2,2024-06-12,,Active,No
5d6c75fb-eb43-4588-9bee-7a67df231f59,65,2,2025-01-10,,Active,Yes
b92fe9a1-d545-4fbc-8c5a-2ae47ba758d8,66,1,2023-10-21,,Active,No
4ae1f33e-4e04-4d89-866d-9f2a289ed4f7,67,1,2023-03-20,,Active,Yes
b64d2db5-193a-4717-98b6-a4bc23e02f7c,68,3,2024-01-13,,Active,Yes
728eb587-902e-4d2c-b718-82bda279fecb,69,2,2023-04-15,2024-09-19,Churned,No
9c850152-67c3-41d4-ba52-079022f0a188,70,2,2026-01-10,,Active,No
5f24d3ac-d780-4e6c-bc9b-8fa5a0e45fbb,71,3,2024-09-06,2024-09-27,Churned,Yes
0a52fbd5-6355-4d2f-9c82-bfdc2759219c,72,3,2024-07-02,,Active,Yes
103abea9-c141-4e91-8cb3-21ffffd8458a,73,2,2026-01-05,,Active,No
f71da677-6877-4471-9cbc-98e09533875b,74,1,2025-01-05,2026-01-27,Churned,No
35d5820c-031b-4aac-a4c1-5bb102a5ffbc,75,3,2023-05-28,2026-01-10,Churned,Yes
5168ccc9-6789-498d-8a48-f599b2f9e0da,76,3,2024-10-24,,Active,No
553653d8-afeb-430a-bc8b-6fb42ceea39d,77,1,2023-04-09,,Active,Yes
3dd2ed31-33ad-4dfc-8a93-33a904a80005,78,1,2025-02-07,,Active,No
fee4692c-6b70-495a-b46a-69b1b6feae76,79,1,2025-01-30,2025-11-04,Churned,Yes
e0398b91-266f-47f9-9d51-e314ef9f24b3,80,3,2023-04-06,2025-03-24,Churned,No
fb4a9a36-baa3-4ae2-887f-ba0b8dd2451e,81,1,2023-06-23,,Active,No
240e0808-47c7-46e5-a6df-4a38a726c73e,82,1,2025-02-10,,Active,No
f97330a0-2d5d-4f7f-9f69-53ba83d73a11,83,3,2023-11-03,,Active,Yes
3708a20d-8d45-4062-9b56-2681c798d6ea,84,2,2024-06-23,,Active,Yes
8287d982-cc17-4c6f-b1cf-4eea14bee06f,85,2,2024-05-29,,Active,No
9a726796-ab53-4529-a829-90c11c0ec45c,86,3,2024-08-02,,Active,Yes
c1e18b8b-ddee-40f0-b8f4-2d1d51835a1c,87,3,2024-02-29,,Active,No
e42e0cb3-883d-4928-9b05-67a3b476a7ff,88,2,2025-10-07,2026-01-24,Churned,Yes
60665c9d-0b01-4a76-9a49-a07c382a113e,89,2,2025-12-07,,Active,No
a543d8b6-7d21-47a4-8bfe-5b8af41d370e,90,2,2025-09-16,,Active,Yes
e5e7575f-e38d-4f6d-8182-521a79285680,91,3,2025-01-25,,Active,Yes
cf7e8b93-8cd6-43f0-ab1d-d0133e77bf2f,92,1,2025-02-16,,Active,No
e72ff202-9da6-47ac-9651-844d28ca7a6b,93,2,2025-06-02,,Active,Yes
c7bc7ee1-a530-4bd5-af7a-1780e07f362e,94,2,2025-01-24,,Active,Yes
51f29b2b-224f-4bc0-b7ca-9bfdcea7c26a,95,3,2023-07-06,,Active,No
3c1a1f22-7a16-4460-ba55-9c50348ecb6f,96,1,2023-05-08,,Active,Yes
6fdfa07a-c197-4919-8bbe-419e1c340eea,97,1,2025-07-17,,Active,Yes
36129818-6e7e-4cfc-a07e-e5f63f44a934,98,1,2025-09-12,,Active,No
2c1a19b5-e9dc-48aa-980f-23489993dd4b,99,3,2023-11-13,2025-06-13,Churned,Yes
606c5445-278f-45f0-addb-c53c22642d96,100,2,2025-07-18,,Active,No
42ec85a0-235d-47b9-ad66-9a113cc72338,101,1,2023-08-13,2023-08-23,Churned,No
bcd30141-dc00-4da4-9380-4b2484c5ce1e,102,2,2024-04-09,,Active,Yes
a00ae15c-b7bd-4636-8c7f-5165687e325b,103,2,2023-05-08,,Active,Yes
d23caf51-86b7-4b00-a8d9-361b758efb3b,104,1,2023-08-21,2025-08-07,Churned,No
b4cf80ab-cbd9-47b4-966f-4965d937f328,105,3,2025-07-18,,Active,No
41cd4a41-5a78-4a19-b9d9-509e7821e9aa,106,1,2024-05-27,,Active,Yes
93457479-ff43-44c2-8a87-6f1a1c32055d,107,3,2023-05-23,,Active,No
4b98b22e-f7e1-4413-a000-777babf53bc6,108,2,2024-05-18,,Active,Yes
4b03c4bb-45b1-435d-b93c-3583fff4249b,109,1,2025-03-15,,Active,Yes
5ade2841-286d-41e8-93ab-c69ce0ea8729,110,1,2025-08-05,,Active,Yes
ca7519dc-2bfb-4bdb-8011-48e553f30810,111,3,2023-09-08,,Active,No
c2c1c3e8-c8b1-488c-83a1-3c82ea860fb5,112,3,2024-10-04,,Active,Yes
b46851b9-d662-48c0-aa1c-c3c2b488562c,113,3,2023-10-08,,Active,Yes
702c2190-82d9-4337-b862-7412104cd0e8,114,3,2024-03-04,,Active,No
e3656efb-172a-451a-a80b-bc50b42c74d7,115,1,2023-03-10,,Active,Yes
28f4acf6-62d9-49cb-891f-9a7163529c78,116,1,2025-09-10,2025-10-12,Churned,Yes
087f274b-87ec-405c-bb27-f20fdfc7ab32,117,1,2023-10-18,2024-01-06,Churned,Yes
e071f8e7-b0f1-424c-953d-ad851531161d,118,2,2023-05-27,2024-01-30,Churned,Yes
7ee64baa-d582-46e9-b362-b991788d14d4,119,2,2025-03-25,2025-10-30,Churned,No
6feff682-e6f1-482f-9589-2e6e0c4f2d20,120,1,2023-05-11,,Active,Yes
c149920e-29d9-4636-ac05-0a71f192380b,121,3,2024-02-10,,Active,Yes
412f4cc4-2562-4c53-bc07-060f80bba3e0,122,2,2023-07-27,2025-08-27,Churned,No
39cacbeb-2484-4f07-bd89-097df09414b0,123,2,2025-01-28,,Active,No
385b057a-baa2-4a30-9296-6d01bdd7c76c,124,1,2025-10-28,2025-12-14,Churned,No
3af11823-8bf8-4985-84e7-d224921e8c66,125,1,2024-06-12,,Active,Yes
968407ff-bbef-46cb-8b58-f02c2b886e56,126,2,2023-05-28,,Active,No
aee4df6d-8ddf-498f-a557-359acb6673f4,127,3,2026-01-12,,Active,No
8aefe5ad-c61f-4a93-a598-85c13ff79cee,128,2,2024-10-04,,Active,Yes
7b50d186-0191-4db0-b1ab-dfa825fb1265,129,1,2024-12-05,,Active,No
3c7c0b94-23da-454e-ba8a-e637ff0a7740,130,1,2025-01-26,,Active,No
1167adff-87c8-41d6-a813-ec2af8583dda,131,3,2024-04-23,,Active,No
a4302267-0ae0-4bbf-b160-a1d7df5e6423,132,1,2024-07-11,2024-10-20,Churned,No
cd7fa722-be80-430a-92af-6339ad0f3511,133,2,2023-12-25,,Active,Yes
04c7d463-3d15-4b30-a9d4-f8b3e35d394c,134,1,2023-09-13,,Active,No
87742e94-9512-41c7-b5d5-93dcc9ce23b7,135,2,2024-03-16,2025-07-20,Churned,No
dadd1bf5-d095-419b-bb72-030b4e0bc443,136,1,2024-07-23,2025-11-09,Churned,Yes
62f7f3b5-d87a-4c26-846a-fbc44947ac2c,137,2,2023-04-18,,Active,No
4073892e-ad52-450b-8ba6-1992f586f205,138,3,2024-02-27,,Active,No
5eff47e9-a634-48d9-9a88-d058cdc4c8f9,139,3,2025-07-15,2025-12-04,Churned,Yes
6d55886d-4bfb-43b7-a7ec-8abb0388b047,140,1,2024-07-10,2025-05-29,Churned,No
245824c0-af5d-4172-864d-a98e6cd0b2b8,141,2,2025-06-16,,Active,No
409bc414-4bb5-4b4a-9465-a0b42f5b78c2,142,1,2025-08-04,,Active,No
b85f95a2-97e0-449d-9ad5-7bbf469b654c,143,3,2026-01-10,2026-01-25,Churned,Yes
f6f3d895-973c-4090-b88d-f423e57c376d,144,1,2024-12-28,2025-02-17,Churned,No
5abdc15c-d7ec-4ea0-9677-9ed3604b3ea6,145,2,2025-07-18,,Active,No
fbad3832-0001-4501-a5a8-011b02dc827b,146,1,2023-12-31,,Active,Yes
fb9347ef-0179-468b-8a02-aca5618d5db7,147,1,2023-06-24,,Active,Yes
cea24b7c-b663-4366-b62d-da760fd41d61,148,2,2025-12-17,,Active,No
aaddf5a3-86eb-4f6f-8c1b-f5f44bdfe226,149,1,2024-05-10,,Active,No
aa23b9b7-1eb4-4ebc-975d-5485159c8478,150,2,2026-01-06,2026-01-25,Churned,No
d43c5064-e038-451b-bf4c-e5aa1c9cdf58,151,2,2025-10-23,,Active,Yes
9fa4ff1f-d131-47dd-92b3-ee013f620c88,152,2,2023-08-24,,Active,No
83a0bb47-77f2-4ceb-be42-e950eef6a769,153,2,2023-07-28,,Active,No
e1e23f43-c56c-41bc-827b-1d71dbc1f620,154,3,2024-12-27,,Active,Yes
701a2003-e42c-4b28-b880-fd53fb35d673,155,3,2025-05-19,2025-11-25,Churned,No
aad43565-c3f2-48f6-bfcc-27e100da995f,156,3,2023-03-06,,Active,No
7e1f8bc0-c668-4426-8460-7b919b7b8296,157,2,2024-05-09,2024-06-29,Churned,Yes
4fbb3918-1994-4da5-9117-1107c8816ebb,158,2,2024-04-02,,Active,No
560933c7-4026-4db4-813c-7e5a4497a1a0,159,2,2024-02-04,,Active,Yes
368afa4d-f4ae-4421-9b7b-24528a672aa6,160,1,2025-11-06,,Active,Yes
b9f71273-df65-4252-bc91-80ec0cd667f3,161,2,2024-03-14,,Active,No
c65adf12-95fd-42b1-afec-fa5f63454688,162,2,2026-01-05,,Active,No
461fe1dd-ed0d-4742-8764-9e8b64cee8ad,163,2,2024-05-08,,Active,No
cce2a283-62b4-4333-a840-c6447864b27a,164,1,2023-10-30,,Active,Yes
2ed7f339-92e3-485b-812b-31fba61db81a,165,3,2023-10-18,,Active,Yes
f7a33903-440c-4c4a-8c4e-af076f7edd30,166,2,2025-07-18,2025-08-26,Churned,Yes
646dc6f7-54a7-427c-9afe-6d2a81d4cfe1,167,3,2025-01-13,,Active,Yes
c29ec088-4301-467e-bddf-ba526bbbb4b5,168,3,2025-10-27,,Active,No
dc94a1eb-6c01-4cd2-b0de-2b9a3f1cd216,169,3,2025-09-29,2026-01-09,Churned,No
342804e1-29d1-4bd4-a821-02b6406b5fdb,170,2,2024-09-26,,Active,No
fb1cb610-393f-45b2-9410-9aa5076683e4,171,3,2023-11-14,,Active,Yes
930f6e6f-ab0f-41d2-8f2b-17c9a1466135,172,2,2024-03-30,,Active,Yes
49220ba7-7e5b-4f07-9e45-b99b599d70a9,173,1,2025-01-07,,Active,No
ed54cfcc-646d-407f-b4d4-c14791d4b6bc,174,2,2023-09-02,,Active,No
1c03e95b-c380-49a5-9f73-1368f8f5dcbb,175,3,2025-11-11,,Active,No
a4d1e584-850d-4686-be9a-a30b687ae1ba,176,2,2023-05-21,,Active,No
45e8f926-850c-4db6-942f-cb7544db7678,177,3,2023-12-12,2025-09-30,Churned,Yes
e8bb2db3-7e03-4ca9-a9c8-1709567bd9fd,178,3,2025-05-21,,Active,Yes
49dd444c-1fab-4a02-be83-f4f65a514720,179,3,2025-02-01,,Active,Yes
49f6a257-134c-43f7-95d4-81d8fa58cc79,180,3,2024-01-22,,Active,No
77c7079c-7e78-48cd-935f-82b3bc607a70,181,1,2025-06-28,,Active,No
6e2908c8-7d10-4fd4-87bf-ddc81906a0b1,182,1,2024-12-20,,Active,Yes
f7e5bad9-436f-4252-bd66-5dd57cbbd6c4,183,3,2026-02-03,2026-02-07,Churned,Yes
a8ea0119-ff59-4292-8297-6b203e902bfa,184,3,2023-06-03,,Active,Yes
fd004deb-5894-448b-bb76-87fd8152f61e,185,2,2024-03-23,,Active,No
9ad253d2-724c-4104-a378-4ff074c5df05,186,1,2023-07-13,,Active,Yes
4c6422cf-6c0e-4acc-9b13-05d50569749f,187,1,2023-09-23,,Active,No
88df23f5-4ed0-4c47-b93a-ccbfffd07fb8,188,1,2023-08-09,,Active,Yes
fe560361-3ae3-473e-97e9-819c5472e16c,189,1,2024-01-18,,Active,Yes
186d1dba-1bdc-42e4-9ba2-8f12c8d29dc8,190,3,2024-07-02,,Active,Yes
86d47e73-1205-43c9-8a9b-fb8d1910e202,191,1,2023-11-12,,Active,Yes
2a2d31f9-6c32-4b32-83d9-1408bc858a29,192,3,2025-02-12,,Active,Yes
87ebdb75-4fdd-497e-908f-4112bb34ac83,193,1,2025-08-16,,Active,No
9f133959-1948-4bcd-ab23-42840421776e,194,2,2026-01-18,2026-01-25,Churned,Yes
32f1f5d6-f0e6-46c5-a859-070b74cb801b,195,1,2024-08-11,,Active,No
e1fa41b5-ddb4-42fe-957d-17964dd6a3c6,196,1,2024-04-23,2025-12-14,Churned,Yes
c0d76215-377f-49ee-a20a-a16f53340d4b,197,1,2023-02-28,,Active,No
72706486-fcb7-413b-987e-17374d1d4d40,198,3,2024-01-23,,Active,Yes
1f1009aa-e163-43db-9499-478c296755f3,199,3,2023-03-24,2023-10-10,Churned,Yes
72e41ca3-4ffa-47dc-86a2-dc501e0bc8a7,200,3,2024-06-07,,Active,No
d8e20867-1c66-4a28-bfef-0b7b306080b0,201,1,2024-10-22,,Active,No
86e9a3c6-6b91-4b0e-aef5-73cd4e1d5f70,202,2,2023-10-27,,Active,No
8f9d346a-8706-4d8b-b079-8f1da92785ba,203,1,2024-02-04,2025-01-23,Churned,No
931d0c20-0820-4bd3-9789-625edf4f8ae4,204,3,2024-09-01,,Active,Yes
561b2935-2946-44e4-bc1f-34280a50174e,205,1,2025-08-28,,Active,Yes
90a0b3b3-754a-4c20-9c48-f33c5c06bc39,206,3,2024-08-17,,Active,Yes
02d56de8-67f4-4430-92d5-5632fe359a1f,207,2,2024-11-27,,Active,Yes
951a0e54-173f-4e79-9a58-7a1101cb5212,208,2,2023-12-18,,Active,Yes
9dd54c8a-97f7-4ece-94f2-9b80d1bc2994,209,3,2024-06-09,2024-12-11,Churned,Yes
4c147821-5d86-4748-8272-3a0d264eaf8b,210,1,2023-07-13,,Active,No
624fbe6d-f78e-4dc1-83cb-2da48cc2a208,211,1,2023-09-24,,Active,No
74081669-6901-4592-adfc-2481b670ea43,212,2,2024-11-23,,Active,Yes
2e2aea03-4fcc-4f00-9822-1da1f4741564,213,1,2024-10-23,,Active,No
02aff7ed-f9ef-474b-bcbb-125587fe9c62,214,2,2024-08-14,2025-05-18,Churned,No
b0285c04-1440-4e66-820a-35f2573d7a06,215,3,2023-08-19,,Active,Yes
f22a99c5-2f7c-4389-86b4-525b4ac55cb5,216,1,2025-07-05,,Active,Yes
3f987e83-1e2c-47c5-a133-0832a181b4e4,217,2,2023-11-07,,Active,Yes
cba638b9-b215-43c1-9e20-cfa94e6f01ea,218,3,2023-11-10,,Active,No
ceae75bf-224d-4c4f-96ca-577994696abc,219,2,2024-04-09,2025-07-02,Churned,No
76f99cf1-a2d8-4317-aea8-6781b23ae85f,220,1,2024-09-30,,Active,No
6bb4890c-d685-433d-a0b3-4da5c8b0b497,221,1,2025-07-19,,Active,No
375e0659-ec3f-4411-84c2-b3df4e2086a1,222,3,2024-02-06,,Active,No
c76a1964-2dc2-4f15-a12f-df39864cfcab,223,3,2024-12-19,,Active,Yes
e3cf0133-2371-49c2-bfcf-b3959fb9dd11,224,3,2024-02-26,,Active,No
7076e58e-6b58-449d-a76d-985a61ab4fe0,225,1,2024-12-08,,Active,No
07814994-c664-490d-81b5-859fcac79450,226,1,2023-05-29,,Active,Yes
075fe09a-87b3-4658-9516-2abc6e481b2f,227,1,2025-05-29,2025-07-07,Churned,No
df20f3d1-5d6d-4605-9edf-85f233953a7a,228,3,2024-12-30,,Active,Yes
d21eacdb-8451-4220-bf8b-825b929cb51b,229,2,2025-03-23,,Active,Yes
d3ab6a2b-197d-4cb1-960b-d3578c7d78b3,230,2,2024-04-01,,Active,No
0c9c0faf-6d9b-449d-9765-ed0317173f53,231,2,2023-03-23,,Active,No
906a88ab-ac63-4d4b-8672-30567f71cf88,232,3,2025-04-18,,Active,Yes
cce5ee67-91a9-4c17-aaa0-275abf9d8af9,233,2,2023-06-28,,Active,No
3e6259fe-0610-4b88-b9e7-82106dcbfd52,234,1,2023-07-26,2024-01-12,Churned,No
7340e5ea-e9e9-41ca-9ee9-b00f52458cc2,235,2,2024-09-19,,Active,No
ef780e3d-c308-4955-8178-90d28f12af57,236,3,2023-08-23,,Active,Yes
0f109334-d800-4f48-885f-28a451dd165d,237,3,2025-08-17,,Active,Yes
f188aeef-2baa-441a-bcb2-a1972fd4823e,238,1,2024-11-06,,Active,Yes
71cf6ffa-4e6a-4e37-bf65-24894d7f5872,239,3,2024-05-01,2024-06-04,Churned,Yes
16d84f41-fa8e-495b-bcdd-bef20293b342,240,1,2024-10-28,,Active,No
22cf70bb-08a6-4002-98b8-3f4ffbbf15c0,241,2,2024-09-25,,Active,Yes
046cf69c-6606-472b-bf74-d068b5bfe996,242,1,2024-08-27,,Active,No
c4634a0e-b74e-4aaf-9bc3-7a560893f5ce,243,2,2024-06-24,,Active,Yes
1291a4fa-7bd8-49a8-9f70-ba9d01a31e84,244,2,2025-09-08,,Active,No
cfd118d5-63b5-45f3-bc1e-42c913a101a6,245,1,2025-04-06,,Active,No
753f7210-4ce0-495d-8c02-9b38fcb37e1f,246,2,2025-02-06,,Active,Yes
e4411542-51a6-4eed-870e-5cb1fc52163c,247,1,2025-11-07,,Active,No
5c78bcc7-2695-4545-bc85-63d5f1f6f7e0,248,2,2024-09-03,,Active,Yes
16ff453e-f44e-4da8-ad71-267cd45087e4,249,3,2024-11-26,,Active,Yes
e933e286-4778-4609-a476-92796096d275,250,3,2025-07-18,,Active,No
08b4be97-d33d-4022-87ea-0a12655068d1,251,3,2023-12-19,,Active,No
12411937-92e9-465f-a41c-a21995f83457,252,3,2024-09-14,,Active,Yes
a5389bda-1647-48a5-8e3a-38526f46287e,253,2,2026-01-20,,Active,Yes
2153eede-12a1-4a85-bded-71724cbcda70,254,2,2024-07-10,,Active,Yes
a0e728ce-35ba-4134-829d-3a5e60f7578c,255,3,2023-06-12,,Active,No
89064897-687f-4e0c-b8b2-2eb90c7f2349,256,1,2025-02-01,,Active,Yes
a891313f-d646-4ae3-889b-e5fd636ed796,257,3,2024-03-01,,Active,Yes
2762dc0d-573d-49aa-95f0-159c7af15899,258,3,2024-02-10,,Active,Yes
1f841c88-d2c5-49fa-a616-0d5252b21a9b,259,1,2025-06-25,2025-07-20,Churned,Yes
c78ea4b5-20a4-4995-9f91-c0a0d37307ef,260,3,2025-03-18,,Active,Yes
eab3703a-b59f-46d7-9582-20a8f1c0b7b0,261,3,2023-05-14,,Active,Yes
1b3d3fa1-5d74-4a84-a527-d2f0cef1763d,262,2,2023-12-15,,Active,No
bc179602-7486-46fd-bff6-86229a0a92c6,263,3,2023-05-06,,Active,No
13e8b2be-d03d-4cc7-a209-4159117ce5af,264,1,2023-07-03,,Active,Yes
e00cbc41-e8cb-4139-8d04-1b0168d619a4,265,3,2024-12-22,2025-05-01,Churned,Yes
090bd8de-449d-4efa-a32d-a1076fbbfc14,266,2,2023-10-04,2025-09-30,Churned,No
47042514-0c55-4a1a-bcb5-e4c48ea842f3,267,1,2025-01-11,,Active,Yes
7e90265e-5136-4101-bf75-7b164eef35ce,268,3,2024-12-07,,Active,Yes
9e4d82fa-fd76-46c4-a627-e5c1d31de8c6,269,2,2023-10-26,,Active,Yes
05d92eae-815a-4f28-afa2-371871c24ecd,270,1,2025-03-02,,Active,Yes
057224d4-a591-4978-90ff-e42c53a6360a,271,2,2023-12-21,,Active,No
90b64222-ee8b-428b-ac85-569ca482ff14,272,1,2023-03-18,,Active,No
1fbce9c0-80aa-41d0-b4ec-22e2c327d1a4,273,3,2025-05-05,,Active,No
fd0f5e4c-eac6-43ae-aa28-14f9a7cdf400,274,2,2023-09-22,2024-03-16,Churned,No
1958dfd7-6b23-4cee-92e6-9443c3c882c2,275,3,2025-02-07,,Active,No
8c2dde3b-68be-4d31-8186-7d16089948e3,276,3,2023-12-29,,Active,Yes
daf75c9b-8ed8-4d75-bb38-a3122271d3cf,277,1,2024-10-19,,Active,Yes
eeef836c-1ba7-4131-b4b1-3b3f33d82190,278,2,2023-08-10,,Active,No
19144203-f8a1-4554-a74a-314280eec238,279,3,2024-04-16,2026-01-12,Churned,No
752ff46b-3ef3-442c-8e39-f005827e67b7,280,3,2025-02-11,,Active,Yes
e9625cb1-c58f-47fe-a7ff-c4714c9bc216,281,2,2023-05-13,,Active,Yes
e73c09ff-6187-4b36-9645-a261aae3dee6,282,3,2024-10-05,,Active,No
2bd734ea-b4ee-46bc-b8f9-04dce6814e59,283,2,2025-12-02,,Active,No
5a7c1c84-e490-470b-ba12-315d9442f543,284,3,2024-10-05,,Active,Yes
a747e640-e288-4c77-b578-d6dc0e7e602c,285,2,2023-09-11,,Active,No
0cfc6b47-26ac-4981-bd9b-f941b22018b8,286,2,2023-06-23,,Active,No
e41a1b96-0d16-4751-8ff3-c3d1aa2361c3,287,3,2025-03-03,,Active,No
9e5c4afb-a98f-40ea-a3b9-fa32afb89df7,288,2,2023-06-18,,Active,No
ed075aab-ccac-4f03-ab17-7fe814bcecad,289,3,2025-10-29,,Active,Yes
9aae7ca8-901f-4316-883c-e59aa08bf6fc,290,3,2023-09-20,,Active,No
1fb220fc-6b8c-4610-a873-ddbf83e1b054,291,1,2025-12-06,,Active,Yes
2e8f0354-b4c0-4546-84d6-a0e720bc27a2,292,1,2023-09-18,2024-09-11,Churned,Yes
87565623-1f8c-46a4-9da9-9972fa57bdca,293,3,2025-06-22,,Active,No
3072f915-b495-4dd3-9707-6be504b8ea0d,294,1,2025-10-28,2025-11-24,Churned,No
01b0957d-451c-457a-a121-faf0d25c0d4a,295,3,2025-11-17,2026-01-14,Churned,Yes
93b94fd4-e29f-4885-844f-835944fd328b,296,3,2026-01-29,,Active,No
eeeabc91-6060-4b37-852f-8e5f86920bf1,297,3,2026-01-02,,Active,Yes
b0a42637-6fb5-4da7-aaf2-5ec689e5e095,298,3,2024-02-10,,Active,No
